"gbifID" "abstract" "accessRights" "accrualMethod" "accrualPeriodicity" "accrualPolicy" "alternative" "audience" "available" "bibliographicCitation" "conformsTo" "contributor" "coverage" "created" "creator" "date" "dateAccepted" "dateCopyrighted" "dateSubmitted" "description" "educationLevel" "extent" "format" "hasFormat" "hasPart" "hasVersion" "identifier" "instructionalMethod" "isFormatOf" "isPartOf" "isReferencedBy" "isReplacedBy" "isRequiredBy" "isVersionOf" "issued" "language" "license" "mediator" "medium" "modified" "provenance" "publisher" "references" "relation" "replaces" "requires" "rights" "rightsHolder" "source" "spatial" "subject" "tableOfContents" "temporal" "title" "type" "valid" "institutionID" "collectionID" "datasetID" "institutionCode" "collectionCode" "datasetName" "ownerInstitutionCode" "basisOfRecord" "informationWithheld" "dataGeneralizations" "dynamicProperties" "occurrenceID" "catalogNumber" "recordNumber" "recordedBy" "individualCount" "organismQuantity" "organismQuantityType" "sex" "lifeStage" "reproductiveCondition" "behavior" "establishmentMeans" "occurrenceStatus" "preparations" "disposition" "associatedReferences" "associatedSequences" "associatedTaxa" "otherCatalogNumbers" "occurrenceRemarks" "organismID" "organismName" "organismScope" "associatedOccurrences" "associatedOrganisms" "previousIdentifications" "organismRemarks" "materialSampleID" "eventID" "parentEventID" "fieldNumber" "eventDate" "eventTime" "startDayOfYear" "endDayOfYear" "year" "month" "day" "verbatimEventDate" "habitat" "samplingProtocol" "samplingEffort" "sampleSizeValue" "sampleSizeUnit" "fieldNotes" "eventRemarks" "locationID" "higherGeographyID" "higherGeography" "continent" "waterBody" "islandGroup" "island" "countryCode" "stateProvince" "county" "municipality" "locality" "verbatimLocality" "verbatimElevation" "verbatimDepth" "minimumDistanceAboveSurfaceInMeters" "maximumDistanceAboveSurfaceInMeters" "locationAccordingTo" "locationRemarks" "decimalLatitude" "decimalLongitude" "coordinateUncertaintyInMeters" "coordinatePrecision" "pointRadiusSpatialFit" "verbatimCoordinateSystem" "verbatimSRS" "footprintWKT" "footprintSRS" "footprintSpatialFit" "georeferencedBy" "georeferencedDate" "georeferenceProtocol" "georeferenceSources" "georeferenceVerificationStatus" "georeferenceRemarks" "geologicalContextID" "earliestEonOrLowestEonothem" "latestEonOrHighestEonothem" "earliestEraOrLowestErathem" "latestEraOrHighestErathem" "earliestPeriodOrLowestSystem" "latestPeriodOrHighestSystem" "earliestEpochOrLowestSeries" "latestEpochOrHighestSeries" "earliestAgeOrLowestStage" "latestAgeOrHighestStage" "lowestBiostratigraphicZone" "highestBiostratigraphicZone" "lithostratigraphicTerms" "group" "formation" "member" "bed" "identificationID" "identificationQualifier" "typeStatus" "identifiedBy" "dateIdentified" "identificationReferences" "identificationVerificationStatus" "identificationRemarks" "taxonID" "scientificNameID" "acceptedNameUsageID" "parentNameUsageID" "originalNameUsageID" "nameAccordingToID" "namePublishedInID" "taxonConceptID" "scientificName" "acceptedNameUsage" "parentNameUsage" "originalNameUsage" "nameAccordingTo" "namePublishedIn" "namePublishedInYear" "higherClassification" "kingdom" "phylum" "class" "order" "family" "genus" "subgenus" "specificEpithet" "infraspecificEpithet" "taxonRank" "verbatimTaxonRank" "vernacularName" "nomenclaturalCode" "taxonomicStatus" "nomenclaturalStatus" "taxonRemarks" "datasetKey" "publishingCountry" "lastInterpreted" "elevation" "elevationAccuracy" "depth" "depthAccuracy" "distanceAboveSurface" "distanceAboveSurfaceAccuracy" "issue" "mediaType" "hasCoordinate" "hasGeospatialIssues" "taxonKey" "acceptedTaxonKey" "kingdomKey" "phylumKey" "classKey" "orderKey" "familyKey" "genusKey" "subgenusKey" "speciesKey" "species" "genericName" "acceptedScientificName" "typifiedName" "protocol" "lastParsed" "lastCrawled" "repatriated" "coords.x1" "coords.x2" "optional"
"886" 1042313713 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:79178/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:79178/1" "79178/1" "" "Ingebrigt Hagen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1913-05-12T00:00:00Z" NA NA NA 1913 5 12 "" "Ad ripam argillosam rivuli" "" NA NA NA NA "Materialet samlet i perioden 12.-13.05.1913." NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Trondheim" "" "Strinden, Selsbak" "" "" "" NA NA NA NA 63.38753 10.37063 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2005-05-18T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:42:20.448Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2016-12-21T00:42:09.256Z" "2018-11-25T14:41:44.965Z" "true" 568500.083919553 7029500.43869885 TRUE
"887" 1042313349 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164353/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2018-09-08T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164353/1" "164353/1" "" "John Inge Johnsen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1996-04-11T00:00:00Z" NA NA NA 1996 4 11 "" "Svaberg i flomsonen, like nedenfor føringskant i" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Rogaland" "Gjesdal" "" "Dirdal, Yleskogbekken" "" "" "" NA NA NA NA 58.83842 6.15766 71 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2005-01-28T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-09-11T02:45:13.078Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-09-11T02:45:13.041Z" "2018-11-25T14:42:08.817Z" "true" 335967.841356003 6525542.92492271 TRUE
"888" 1042313328 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164352/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2018-09-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164352/1" "164352/1" "" "Baard Kaalaas" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1900-08-02T00:00:00Z" NA NA NA 1900 8 2 "" "Paa klippestykker af skifer i fossens stövregn" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Luster" "" "Ved Drivandefossen i Mörkreisdalen" "" "" "" NA NA NA NA 61.53786 7.59873 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2005-01-28T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-09-14T02:46:37.350Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-09-14T02:46:37.311Z" "2018-11-25T14:42:30.183Z" "true" 425500.04204935 6823499.99562295 TRUE
"889" 1042313125 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164459/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164459/1" "164459/1" "" "Sven Berggren" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "" NA NA NA NA NA NA "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Oppdal" "" "Kongsvold" "" "" "" NA NA NA NA 62.30674 9.60753 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-11-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Tortula laureri Lindberg, 1864" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Pottiales" "Pottiaceae" "Tortula" NA "laureri" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-09-23T02:50:31.667Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5280585 5280585 6 35 327 621 4671 9549878 NA 5280585 "Tortula laureri" "Tortula" "Tortula laureri Lindberg, 1864" "" "DWC_ARCHIVE" "2018-09-23T02:50:31.658Z" "2018-11-25T14:41:44.584Z" "true" 531500.057780242 6908499.92816394 TRUE
"890" 1042313100 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164456/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164456/1" "164456/1" "" "J.E. Zetterstedt" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1870-08-06T00:00:00Z" NA NA NA 1870 8 6 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Oppdal" "" "Kongsvold" "" "" "" NA NA NA NA 62.30674 9.60753 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-11-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Tortula laureri Lindberg, 1864" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Pottiales" "Pottiaceae" "Tortula" NA "laureri" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:47:24.914Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5280585 5280585 6 35 327 621 4671 9549878 NA 5280585 "Tortula laureri" "Tortula" "Tortula laureri Lindberg, 1864" "" "DWC_ARCHIVE" "2016-12-06T22:34:34.350Z" "2018-11-25T14:42:18.841Z" "true" 531500.057780242 6908499.92816394 TRUE
"891" 1042313077 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164455/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164455/1" "164455/1" "" "Robert Hartman" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1854-01-01T00:00:00Z" NA NA NA 1854 NA NA "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Oppdal" "" "Kongsvold" "" "" "" NA NA NA NA 62.30674 9.60753 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-11-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Tortula laureri Lindberg, 1864" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Pottiales" "Pottiaceae" "Tortula" NA "laureri" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-16T14:46:22.071Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5280585 5280585 6 35 327 621 4671 9549878 NA 5280585 "Tortula laureri" "Tortula" "Tortula laureri Lindberg, 1864" "" "DWC_ARCHIVE" "2018-11-16T14:46:22.024Z" "2018-11-25T14:41:44.589Z" "true" 531500.057780242 6908499.92816394 TRUE
"892" 1042313052 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164452/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164452/1" "164452/1" "" "Nils Bryhn" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1885-07-26T00:00:00Z" NA NA NA 1885 7 26 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Oppdal" "" "in summo monte Knudshö" "" "" "" NA NA NA NA 62.31545 9.66558 4301 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-11-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Tortula laureri Lindberg, 1864" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Pottiales" "Pottiaceae" "Tortula" NA "laureri" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-09-23T02:50:31.614Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5280585 5280585 6 35 327 621 4671 9549878 NA 5280585 "Tortula laureri" "Tortula" "Tortula laureri Lindberg, 1864" "" "DWC_ARCHIVE" "2018-09-23T02:50:31.598Z" "2018-11-25T14:41:44.598Z" "true" 534499.859831576 6909499.84698833 TRUE
"893" 1042313025 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164446/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164446/1" "164446/1" "" "Christian Kaurin" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1893-07-01T00:00:00Z" NA NA NA 1893 7 NA "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Oppdal" "" "Kongsvold" "" "" "" NA NA NA NA 62.30674 9.60753 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-11-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Tortula laureri Lindberg, 1864" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Pottiales" "Pottiaceae" "Tortula" NA "laureri" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-16T14:46:32.399Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5280585 5280585 6 35 327 621 4671 9549878 NA 5280585 "Tortula laureri" "Tortula" "Tortula laureri Lindberg, 1864" "" "DWC_ARCHIVE" "2018-11-16T14:46:32.390Z" "2018-11-25T14:42:18.822Z" "true" 531500.057780242 6908499.92816394 TRUE
"894" 1042312998 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164443/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164443/1" "164443/1" "" "F. Kiær" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1878-07-27T00:00:00Z" NA NA NA 1878 7 27 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Oppdal" "" "nordre Knudshö" "" "" "" NA NA NA NA 62.33789 9.66608 2693 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-11-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Tortula laureri Lindberg, 1864" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Pottiales" "Pottiaceae" "Tortula" NA "laureri" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T03:47:24.890Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5280585 5280585 6 35 327 621 4671 9549878 NA 5280585 "Tortula laureri" "Tortula" "Tortula laureri Lindberg, 1864" "" "DWC_ARCHIVE" "2016-12-06T22:33:40.186Z" "2018-11-25T14:41:44.607Z" "true" 534500.037899628 6911999.97485018 TRUE
"895" 1042312975 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164442/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164442/1" "164442/1" "" "N. C. Kindberg" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1881-07-22T00:00:00Z" NA NA NA 1881 7 22 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Oppdal" "" "ofvan Vårstien ... Sprenbäcken" "" "" "" NA NA NA NA 62.31119 9.61726 1414 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-11-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Tortula laureri Lindberg, 1864" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Pottiales" "Pottiaceae" "Tortula" NA "laureri" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-16T14:46:32.413Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5280585 5280585 6 35 327 621 4671 9549878 NA 5280585 "Tortula laureri" "Tortula" "Tortula laureri Lindberg, 1864" "" "DWC_ARCHIVE" "2018-11-16T14:46:32.379Z" "2018-11-25T14:42:30.174Z" "true" 531999.812106137 6909000.44313604 TRUE
"896" 1042312756 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164575/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164575/1" "164575/1" "" "Elling Ryan" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1889-10-27T00:00:00Z" NA NA NA 1889 10 27 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Østfold" "Fredrikstad" "" "Onsø, Aale" "" "" "" NA NA NA NA 59.21478 10.89178 1118 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-08-17T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-23T14:40:48.018Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-11-23T14:40:48Z" "2018-11-25T14:41:44.488Z" "true" 608000.159559269 6565500.23346312 TRUE
"897" 1042312752 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164576/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164576/1" "164576/1" "" "Elling Ryan" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1898-05-01T00:00:00Z" NA NA NA 1898 5 1 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Østfold" "Fredrikstad" "" "Onsø, Ørebæk" "" "" "" NA NA NA NA 59.2326 10.90153 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-08-16T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-23T14:42:04.906Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-11-23T14:42:04.878Z" "2018-11-25T14:42:24.011Z" "true" 608500.094376732 6567499.88156274 TRUE
"898" 1042312751 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:164568/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:164568/1" "164568/1" "" "Ingebrigt Hagen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1891-09-06T00:00:00Z" NA NA NA 1891 9 6 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Trondheim" "" "Færstad" "" "" "" NA NA NA NA 63.39669 10.35105 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2004-08-17T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-11-16T14:46:31.940Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-11-16T14:46:31.923Z" "2018-11-25T14:41:44.481Z" "true" 567500.123608363 7030500.12500151 TRUE
